Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,22.3541,516.524,16.8183,1,5050
0.3,11.5419,136.085,2.8697,1,5050
0.4,11.1049,124.336,1.01614,1,5050
0.5,10,100,0,1,5050
0.6,9.92719,98.7655,0.216414,1,5050
0.7,9.94579,100.684,1.76511,1,5050
0.8,11.0574,124.121,1.85582,0.999999,5050
0.9,10.8704,122.661,4.49631,0.999999,5050
