Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,365.702,133787,49.4692,1,115518
0.3,498.646,248664,16.6084,1,115518
0.4,627.585,393870,7.21562,1,115518
0.5,750,562500,0,1,115518
0.6,864.159,746788,17.0831,1,115518
0.7,976.161,952930,40.114,1,115518
0.8,1083.3,1.17363e+06,94.2173,1,115518
0.9,1188.07,1.41163e+06,116.695,1,115518
