Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,14.5056,221.449,11.0379,0.909936,5097
0.3,11.329,131.195,2.84782,0.836396,5097
0.4,10.2471,105.51,0.507213,0.753016,5097
0.5,10,100,0,0.664812,5097
0.6,10.1723,103.812,0.336884,0.577037,5097
0.7,10.5773,113.056,1.17685,0.493995,5097
0.8,11.141,126.5,2.37782,0.417655,5097
0.9,11.7658,142.29,3.85665,0.351092,5097
