Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,7.28888,58.4648,5.33702,0.99994,4073
0.3,5.65649,33.3536,1.35777,0.999905,4073
0.4,5.15303,26.8296,0.275967,0.999793,4073
0.5,5,25,0,0.999759,4073
0.6,5.07008,25.8789,0.173229,0.999674,4073
0.7,5.28508,28.511,0.578925,0.999581,4073
0.8,5.56991,32.1932,1.16925,0.999524,4073
0.9,5.90245,36.8018,1.96295,0.999426,4073
