Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,7.36875,54.3011,0.00258567,7.62939e-06,6036
0.3,9.83903,96.8067,0.000125283,1.43051e-06,6036
0.4,12.3624,152.828,-6.26062e-09,4.76837e-07,6036
0.5,15,225,0,4.76837e-07,6036
0.6,17.4765,305.428,-2.66573e-08,0,6036
0.7,19.7422,389.753,-1.20189e-08,0,6036
0.8,22.4023,501.864,-3.61694e-08,0,6036
0.9,23.6806,560.773,4.71721e-08,0,6036
