Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,218.32,47839.2,175.671,0.996251,25729
0.3,170.562,29135.2,43.6553,0.993095,25729
0.4,153.882,23687.7,7.99697,0.989475,25729
0.5,150,22500,0,0.985428,25729
0.6,152.369,23221.5,5.15128,0.981011,25729
0.7,158.471,25130.7,17.495,0.975988,25729
0.8,166.745,27839.2,35.4291,0.970962,25729
0.9,176.51,31215.1,59.4268,0.96541,25729
