Alpha,Energy,Energy2,Variance,AcceptRatio, ElapsedTimeMS
0.2,1063.43,1.13109e+06,204.703,0.827436,113820
0.3,836.768,700246,64.7063,0.789732,113820
0.4,762.896,582023,12.8034,0.758736,113820
0.5,750,562500,0,0.730926,113820
0.6,766.902,588146,7.46872,0.70645,113820
0.7,801.103,641792,25.6439,0.684337,113820
0.8,846.52,716655,58.1001,0.665023,113820
0.9,898.116,806691,77.7267,0.645788,113820
