Alpha,Energy,Energy2,Variance,AcceptRatio, ElapsedTimeMS
0.2,720.856,530306,10672.7,0.864187,272416
0.3,567.94,341795,19240,0.834753,272416
0.4,504.835,294425,39566.9,0.809985,272416
0.5,515.116,312071,46726.1,0.787236,272416
0.6,504.383,346673,92271.2,0.768483,272416
0.7,515.949,419184,152980,0.750043,272416
0.8,552.507,461271,156007,0.73433,272416
0.9,601.78,561279,199140,0.718619,272416
