Alpha,Energy,Energy2,Variance,AcceptRatio, ElapsedTimeMS
0.2,7.32046,59.1644,5.57526,0.910195,3182
0.3,5.67257,33.5934,1.41536,0.891117,3182
0.4,5.1334,26.6075,0.255764,0.874606,3182
0.5,5,25,0,0.860021,3182
0.6,5.07796,25.9573,0.171653,0.846838,3182
0.7,5.27713,28.4464,0.598268,0.834979,3182
0.8,5.54863,31.9998,1.21254,0.82447,3182
0.9,5.88586,36.5606,1.91729,0.814095,3182
