Alpha,Energy,Energy2,Variance,AcceptRatio, ElapsedTimeMS
0.2,21.7559,495.087,21.7694,0.829723,10147
0.3,16.9448,303.635,16.5099,0.793222,10147
0.4,15.3499,258.32,22.6999,0.76212,10147
0.5,15.0067,258.666,33.4647,0.735333,10147
0.6,15.2508,281.582,48.9944,0.711585,10147
0.7,15.7775,318.196,69.2672,0.689862,10147
0.8,16.7116,369.975,90.697,0.66904,10147
0.9,17.6948,426.432,113.327,0.651347,10147
