Alpha,Energy,Energy2,Variance,AcceptRatio, ElapsedTimeMS
0.2,217.683,47546.5,160.767,0.82991,23724
0.3,170.508,29116.7,43.6776,0.792772,23724
0.4,153.736,23642.1,7.195,0.762088,23724
0.5,150,22500,0,0.734387,23724
0.6,152.452,23246.9,5.20377,0.711442,23724
0.7,158.833,25245.7,17.7625,0.689852,23724
0.8,166.96,27910.2,34.6818,0.670249,23724
0.9,176.685,31275.2,57.7586,0.650993,23724
