Alpha,Energy,Energy2,Variance,AcceptRatio, ElapsedTimeMS
0.2,1064.72,1.14756e+06,13928.5,0.826578,364532
0.3,838.428,727615,24654.3,0.789914,364532
0.4,754.826,629029,59266.8,0.75857,364532
0.5,744.488,651527,97264.4,0.731132,364532
0.6,778.01,726384,121084,0.707194,364532
0.7,763.697,784834,201601,0.684378,364532
0.8,826.96,915850,231987,0.665284,364532
0.9,914.812,1.11012e+06,273238,0.645618,364532
