Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,31.5086,995.779,2.98626,0.0120187,22963
0.3,33.7417,1138.62,0.122932,0.00804949,22963
0.4,41.3524,1710.04,0.0176617,0.00544739,22963
0.5,50,2500,0,0.00356388,22963
0.6,58.3806,3408.3,0.00124597,0.00261927,22963
0.7,66.0139,4357.84,0.0027694,0.00144672,22963
0.8,73.656,5425.21,0.00269665,0.00134802,22963
0.9,80.5652,6490.76,0.00568264,0.000861168,22963
