Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,0.733167,1.13788,0.600347,0.214834,2495
0.3,0.613221,0.636814,0.260774,0.118741,2495
0.4,0.502288,0.269019,0.0167257,0.0797915,2495
0.5,0.5,0.25,0,0.0312777,2495
0.6,0.536625,0.293401,0.00543406,0.0468183,2495
0.7,0.593676,0.366279,0.013828,0.0383229,2495
0.8,0.631328,0.432193,0.0336185,0.0300269,2495
0.9,0.75467,0.59354,0.024013,0.0288134,2495
