Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,3.51762,12.5929,0.219264,0.0106096,4252
0.3,3.45984,12.0023,0.0318174,0.00720501,4252
0.4,4.1288,17.0485,0.00151426,0.00580978,4252
0.5,5,25,0,0.00266266,4252
0.6,5.66385,32.0794,0.000192218,0.00103712,4252
0.7,6.27322,39.3535,0.000248104,0.00105429,4252
0.8,6.97375,48.6335,0.000312338,0.000489235,4252
0.9,7.80364,60.8972,0.000394265,0.000736237,4252
