Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,72.1097,5249.12,49.3155,0.215878,23123
0.3,55.3722,3075.91,9.83557,0.122054,23123
0.4,50.0546,2506.69,1.23024,0.0803423,23123
0.5,50,2500,0,0.0603728,23123
0.6,53.7906,2893.8,0.374465,0.0471454,23123
0.7,59.3534,3524.04,1.20924,0.0384541,23123
0.8,65.5459,4299.24,2.97813,0.0311685,23123
0.9,73.9586,5474.24,4.36548,0.0279317,23123
