Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,158.562,26380.3,1238.48,1,26164
0.3,152.191,23445.4,283.375,1,26164
0.4,149.127,22271.2,32.3631,1,26164
0.5,150,22500,0,1,26164
0.6,152.58,23301.3,20.656,1,26164
0.7,159.666,25518.2,25.1129,1,26164
0.8,168.435,28422.4,51.9381,0.999999,26164
0.9,185.859,34602.3,58.8701,0.999996,26164
