Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,729.107,532206,608.848,0.997127,112611
0.3,568.258,323077,159.753,0.994741,112611
0.4,512.554,262738,25.9496,0.991973,112611
0.5,500,250000,0,0.988777,112611
0.6,508.234,258319,16.918,0.985176,112611
0.7,528.16,279016,62.772,0.981579,112611
0.8,555.937,309188,122.464,0.977505,112611
0.9,588.446,346466,198.045,0.972903,112611
