Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,7.26622,58.4213,5.62331,0.998098,4144
0.3,5.6752,33.6272,1.4193,0.996497,4144
0.4,5.13237,26.5954,0.254203,0.994649,4144
0.5,5,25,0,0.99263,4144
0.6,5.07925,25.9712,0.172398,0.990298,4144
0.7,5.27981,28.4693,0.592971,0.987875,4144
0.8,5.55115,32.0306,1.21539,0.985257,4144
0.9,5.8683,36.413,1.97611,0.982429,4144
