Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,218.219,48375.5,756.004,0.996314,77446
0.3,169.199,30268.7,1640.26,0.993283,77446
0.4,151.418,25516.8,2589.48,0.989779,77446
0.5,149.799,26158.2,3718.41,0.985694,77446
0.6,151.061,28415,5595.47,0.981329,77446
0.7,156.299,31876.2,7446.82,0.976251,77446
0.8,170.705,38367.5,9227.3,0.97128,77446
0.9,176.655,42894.9,11688,0.965519,77446
