Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,15.3118,248.314,13.8618,0.999997,5263
0.3,11.4758,135.31,3.61678,0.999994,5263
0.4,10.3829,108.403,0.597873,0.999991,5263
0.5,10,100,0,0.999992,5263
0.6,10.1456,103.267,0.334328,0.999981,5263
0.7,10.5196,111.849,1.18672,0.99998,5263
0.8,11.051,124.481,2.35649,0.999981,5263
0.9,11.698,141.016,4.17383,0.999973,5263
