Alpha,Energy,Energy2,Variance,AcceptRatio,ElapsedTimeMS
0.2,0.365142,0.159132,0.0258036,0.0100641,2507
0.3,0.343256,0.119627,0.00180256,0.00754786,2507
0.4,0.417531,0.174617,0.000284913,0.00491285,2507
0.5,0.5,0.25,0,0.00112534,2507
0.6,0.591456,0.349888,6.74715e-05,0.00345469,2507
0.7,0.674783,0.455606,0.000274611,0.00161123,2507
0.8,0.77992,0.608559,0.000284502,0.0022192,2507
0.9,0.873952,0.764192,0.000400923,0.00178671,2507
