Alpha,Energy,Energy2,Variance,AcceptRatio, ElapsedTimeMS
0.2,21.895,496.491,17.101,0.82944,3866
0.3,17.0495,294.992,4.30649,0.792426,3866
0.4,15.3755,237.162,0.755208,0.762032,3866
0.5,15,225,0,0.735119,3866
0.6,15.2346,232.605,0.511104,0.711282,3866
0.7,15.8501,253.011,1.78713,0.689219,3866
0.8,16.663,281.265,3.60891,0.669783,3866
0.9,17.6507,317.289,5.7433,0.651311,3866
