Alpha,Energy,Energy2,Variance,AcceptRatio, ElapsedTimeMS
0.2,359.408,133768,4593.58,0.911078,185931
0.3,292.711,96374.3,10694.7,0.891223,185931
0.4,232.722,82121.3,27961.6,0.874836,185931
0.5,233.161,88327.2,33963.2,0.860435,185931
0.6,258.37,109803,43048.1,0.847312,185931
0.7,257.601,125876,59517.9,0.835512,185931
0.8,291.897,148289,63085.9,0.824712,185931
0.9,286.439,191579,109532,0.814253,185931
