Alpha,Energy,Energy2,Variance,AcceptRatio, ElapsedTimeMS
0.2,2.17466,6.39245,1.66332,0.829907,3456
0.3,1.70306,3.33129,0.430881,0.7924,3456
0.4,1.53992,2.44787,0.07652,0.761827,3456
0.5,1.5,2.25,-2.2693e-13,0.734063,3456
0.6,1.52326,2.37114,0.0508049,0.710323,3456
0.7,1.58297,2.68375,0.177954,0.688745,3456
0.8,1.66126,3.12361,0.363816,0.669137,3456
0.9,1.765,3.70099,0.585772,0.651361,3456
