Alpha,Energy,Energy2,Variance,AcceptRatio, ElapsedTimeMS
0.2,361.902,131230,256.605,0.911293,106316
0.3,283.226,80292.4,75.3969,0.891557,106316
0.4,255.951,65523.3,12.5687,0.874994,106316
0.5,250,62500,0,0.859733,106316
0.6,254.252,64652.9,8.77825,0.847766,106316
0.7,264.187,69823.3,28.8052,0.835608,106316
0.8,277.809,77240.2,62.1767,0.823946,106316
0.9,294.58,86877.1,99.4922,0.814079,106316
