Alpha,Energy,Energy2,Variance,AcceptRatio, ElapsedTimeMS
0.2,14.6167,228.695,15.047,0.864087,7754
0.3,11.3669,140.088,10.8824,0.834121,7754
0.4,10.2678,120.373,14.9442,0.808678,7754
0.5,9.99709,122.55,22.6083,0.787558,7754
0.6,10.0756,134.939,33.4214,0.768255,7754
0.7,10.5621,156.452,44.8946,0.75014,7754
0.8,11.1066,182.64,59.2828,0.734174,7754
0.9,11.6949,216.308,79.5377,0.718559,7754
