Alpha,Energy,Energy2,Variance,AcceptRatio, ElapsedTimeMS
0.2,0.75107,1.1728,0.608697,0.908971,1452
0.3,0.578251,0.490063,0.155689,0.889331,1452
0.4,0.516036,0.293146,0.0268525,0.8725,1452
0.5,0.5,0.25,0,0.858075,1452
0.6,0.505614,0.273506,0.0178607,0.845119,1452
0.7,0.523068,0.336145,0.0625447,0.832882,1452
0.8,0.548342,0.427755,0.127076,0.8221,1452
0.9,0.578642,0.54004,0.205214,0.811809,1452
