Alpha,Energy,Energy2,Variance,AcceptRatio, ElapsedTimeMS
0.2,7.25336,59.8845,7.27322,0.910917,5406
0.3,5.67807,37.8203,5.57981,0.891342,5406
0.4,5.12276,33.9621,7.71948,0.874266,5406
0.5,5.02018,36.5858,11.3836,0.859841,5406
0.6,5.12877,42.1306,15.8263,0.846704,5406
0.7,5.14597,51.1126,24.6316,0.834606,5406
0.8,5.5183,61.3401,30.8885,0.82412,5406
0.9,5.83644,73.3519,39.2879,0.81389,5406
